بازیچۂ اطفال
دلستانی ہے
میں نہ
نہ اچھا
اچھا ہوا
ہوا برا
برا نہ
نہ ہوا
اک تماشا
تماشا ہوا
ہوا گلا
گلا نہ
نہ ہوا
تو ہی
ہی جب
جب خنجر
خنجر آزما
آزما نہ
نہ ہوا
گالیاں کھا
کھا کے
کے بے
بے مزا
مزا نہ
نہ ہوا
آج ہی
ہی گھر
گھر میں
میں بوریا
بوریا نہ
نہ ہوا
بندگی میں
میں مرا
مرا بھلا
بھلا نہ
نہ ہوا
حق تو
تو یوں
یوں ہے
ہے کہ
کہ حق
حق ادا
ادا نہ
نہ ہوا
کام گر
گر رک
رک گیا
گیا روا
روا نہ
نہ ہوا
لے کے
کے دل
دل دلستاں
دلستاں روانہ
روانہ ہوا
کچھ تو
تو پڑھیئے
پڑھیئے کہ
کہ لوگ
لوگ کہتے
کہتے ہیں
آج غالب
غالب غزل
غزل سرا
سرا نہ
نہ ہوا
دوست غمخواری
غمخواری میں
میں میری
میری سعی
سعی فرمائیں
فرمائیں گے
گے کیا
زخم کے
کے بھرنے
بھرنے تلک
تلک ناخن
ناخن نہ
نہ بڑھ
بڑھ جائیں
جائیں گے
گے کیا
بے نیازی
نیازی حد
حد سے
سے گزری
گزری بندہ
بندہ پرور
پرور کب
کب تلک
ہم کہیں
کہیں گے
گے حالِ
حالِ دل
دل اور
اور آپ
آپ فرمائیں
فرمائیں گے
گے کیا
حضرتِ ناصح
ناصح گر
گر آئیں
آئیں دیدہ
دیدہ دل
دل فرشِ
فرشِ راہ
کوئی مجھ
مجھ کو
کو یہ
یہ تو
تو سمجھا
سمجھا دو
دو کہ
کہ سمجھائیں
سمجھائیں گے
گے کیا
آج واں
واں تیغ
تیغ کفن
کفن باندھے
باندھے ہوئے
ہوئے جاتا
جاتا ہوں
ہوں میں
عذر میرے
میرے قتل
قتل کرنے
کرنے میں
میں وہ
وہ اب
اب لائیں
لائیں گے
گے کیا
گر کیا
کیا ناصح
ناصح نے
نے ہم
ہم کو
کو قید
قید اچھا
اچھا یوں
یوں سہی
یہ جنونِ
جنونِ عشق
عشق کے
کے انداز
انداز چھٹ
چھٹ جائیں
جائیں گے
گے کیا
خانہ زادِ
زادِ زلف
زلف ہیں
ہیں زنجیر
زنجیر سے
سے بھاگیں
بھاگیں گے
گے کیوں
ہیں گرفتارِ
گرفتارِ وفا
وفا زنداں
زنداں سے
سے گھبرائیں
گھبرائیں گے
گے کیا
ہے اب
اب اس
اس معمورے
معمورے میں
میں قحطِ
قحطِ غمِ
غمِ الفت
الفت اسد
ہم نے
نے یہ
یہ مانا
مانا کہ
کہ دلّی
دلّی میں
میں رہیں
رہیں کھائیں
کھائیں گے
گے کیا
ایک ایک
ایک قطرے
قطرے کا
کا مجھے
مجھے دینا
دینا پڑا
پڑا حساب
خونِ جگر
جگر ودیعتِ
ودیعتِ مژگانِ
مژگانِ یار
یار تھا
اب میں
میں ہوں
ہوں اور
اور ماتمِ
ماتمِ یک
یک شہرِ
شہرِ آرزو
توڑا جو
جو تو
تو نے
نے آئينہ
آئينہ تمثال
تمثال دار
دار تھا
گلیوں میں
میں میری
میری نعش
نعش کو
کو کھینچے
کھینچے پھرو
پھرو کہ
کہ میں
جاں دادہٴ
دادہٴ ہوائے
ہوائے سرِ
سرِ رہگزار
رہگزار تھا
موجِ سرابِ
سرابِ دشتِ
دشتِ وفا
وفا کا
کا نہ
نہ پوچھ
پوچھ حال
ہر ذرہ
ذرہ مثلِ
مثلِ جوہرِ
جوہرِ تیغ
تیغ آب
آب دار
دار تھا
کم جانتے
جانتے تھے
تھے ہم
ہم بھی
بھی غمِ
غمِ عشق
عشق کو
کو پر
پر اب
دیکھا تو
تو کم
کم ہوئے
ہوئے پہ
پہ غمِ
غمِ روزگار
روزگار تھا
شب کہ
کہ برقِ
برقِ سوزِ
سوزِ دل
دل سے
سے زہرہٴ
زہرہٴ ابر
ابر آب
آب تھا
شعلہٴ جوّالہ
جوّالہ ہر
ہر اک
اک حلقہٴ
حلقہٴ گرداب
گرداب تھا
واں کرم
کرم کو
کو عذرِ
عذرِ بارش
بارش تھا
تھا عناں
عناں گیرِ
گیرِ خرام
گریے سے
سے یاں
یاں پنبہٴ
پنبہٴ بالش
بالش کف
کف سیلاب
سیلاب تھا
واں خود
خود آرائی
آرائی کو
کو تھا
تھا موتی
موتی پرونے
پرونے کا
کا خیال
یاں ہجومِ
ہجومِ اشک
اشک میں
میں تارِ
تارِ نگہ
نگہ نایاب
نایاب تھا
جلوہٴ گل
گل نے
نے کیا
کیا تھا
تھا واں
واں چراغاں
چراغاں آبجو
یاں رواں
رواں مژگانِ
مژگانِ چشمِ
چشمِ تر
تر سے
سے خونِ
خونِ ناب
ناب تھا
یاں سرِ
سرِ پرشور
پرشور بیخوابی
بیخوابی سے
سے تھا
تھا دیوار
دیوار جو
واں وہ
وہ فرقِ
فرقِ ناز
ناز محوِ
محوِ بالشِ
بالشِ کمخواب
کمخواب تھا
یاں نفس
نفس کرتا
کرتا تھا
تھا روشن
روشن شمعِ
شمعِ بزمِ
بزمِ بیخودی
جلوہٴ گل
گل واں
واں بساطِ
بساطِ صحبتِ
صحبتِ احباب
احباب تھا
فرش سے
سے تا
تا عرش
عرش واں
واں طوفاں
طوفاں تھا
تھا موجِ
موجِ رنگ
رنگ کا
یاں زمیں
زمیں سے
سے آسماں
آسماں تک
تک سوختن
سوختن کا
کا باب
باب تھا
ناگہاں اس
اس رنگ
رنگ سے
سے خوننابہ
خوننابہ ٹپکانے
ٹپکانے لگا
دل کہ
کہ ذوقِ
ذوقِ کاوشِ
کاوشِ ناخن
ناخن سے
سے لذت
لذت یاب
یاب تھا
محرم نہیں
نہیں ہے
ہے تو
تو ہی
ہی نوا
نوا ہائے
ہائے راز
راز کا
یاں ورنہ
ورنہ جو
جو حجاب
حجاب ہے
ہے پردہ
پردہ ہے
ہے ساز
ساز کا
رنگ شکستہ
شکستہ صبحِ
صبحِ بہارِ
بہارِ نظارہ
نظارہ ہے
یہ وقت
وقت ہے
ہے شگفتنِ
شگفتنِ گل
گل ہائے
ہائے ناز
ناز کا
تو اور
اور سوئے
سوئے غیر
غیر نظر
نظر ہائے
ہائے تیز
تیز تیز
میں اور
اور دُکھ
دُکھ تری
تری مِژہ
مِژہ ہائے
ہائے دراز
دراز کا
صرفہ ہے
ہے ضبطِ
ضبطِ آہ
آہ میں
میں میرا
میرا وگرنہ
وگرنہ میں
طَعمہ ہوں
ہوں ایک
ایک ہی
ہی نفسِ
نفسِ جاں
جاں گداز
گداز کا
ہیں بسکہ
بسکہ جوشِ
جوشِ بادہ
بادہ سے
سے شیشے
شیشے اچھل
اچھل رہے
ہر گوشہ
گوشہ بساط
بساط ہے
ہے سر
سر شیشہ
شیشہ باز
باز کا
کاوش کا
کا دل
دل کرے
کرے ہے
ہے تقاضا
تقاضا کہ
کہ ہے
ہے ہنوز
ناخن پہ
پہ قرض
قرض اس
اس گرہِ
گرہِ نیم
نیم باز
باز کا
تاراجِ کاوشِ
کاوشِ غمِ
غمِ ہجراں
ہجراں ہوا
ہوا اسد
سینہ کہ
کہ تھا
تھا دفینہ
دفینہ گہر
گہر ہائے
ہائے راز
راز کا
ہم کو
کو معلوم
معلوم ہے
ہے جنت
جنت کی
کی حقیقت
حقیقت غالب
مگر دل
دل کو
کو بہلانے
بہلانے کیلئے
کیلئے یہ
یہ خیال
خیال اچھا
اچھا ہے
موسم کی
کی فضا
فضا آج
آج بھی
بھی پر
پر کیف
کیف ہے
ہے غالب
پر گزری
گزری ہوئی
ہوئی برسات
برسات کی
کی حسرت
حسرت نہیں
نہیں جاتی
ٹھکانہ قبر
قبر ہے
ہے عبادت
عبادت کچھ
کچھ تو
تو کر
کر غالب
روایات ہے
ہے کہ
کہ خالی
خالی ہاتھ
ہاتھ کسی
کسی کے
کے گھر
گھر جایا
جایا نہیں
نہیں کرتے
اس کے
کے نا
نا ہونے
ہونے سے
سے کچھ
کچھ بھی
بھی نہیں
نہیں بدلہ
بدلہ غالب
بس پہلے
پہلے جہاں
جہاں دل
دل ہوتا
ہوتا تھا
تھا اب
اب وہاں
وہاں درد
درد ہوتا
ہوتا ہے
انہیں جو
جو خود
خود پر
پر اتنا
اتنا ناز
ناز ہے
ہے تو
تو ایسا
ایسا کچھ
کچھ غلط
غلط بھی
بھی نہیں
نہیں غالب
کہ جس
جس کو
کو ہم
ہم چاہیں
چاہیں وہ
وہ کیوں
کیوں نہ
نہ خود
خود پر
پر ناز
ناز کرے
  بات
بات سجدوں
سجدوں کی
کی نہیں
نہیں خلوص
خلوص نیت
نیت کی
کی ہوتی
ہوتی ہے
ہے غالب
اکثر لوگ
لوگ خالی
خالی ہاتھ
ہاتھ لوٹ
لوٹ آتے
آتے ہیں
ہیں ہزار
ہزار نمازوں
نمازوں کے
کے بعد
اجڑے ہوئے
ہوئے گھر
گھر کا
کا میں
میں وہ
وہ دروازہ
دروازہ ہوں
ہوں غالب
دیمک کی
کی طرح
طرح کھا
کھا گئی
گئی جسے
جسے دستک
دستک کی
کی تمنا
غالب نہ
نہ کر
کر حضور
حضور میں
میں تو
تو بار
بار بار
بار عرض
ظاہر ہے
ہے تیرا
تیرا حال
حال سب
سب ان
ان پر
پر کہے
کہے بغیر
ہم حمد
حمد ثنا
ثنا تیری
تیری پڑھتے
پڑھتے جائیں
ہو کوہ
کوہ بھی
بھی حائل
حائل تو
تو چڑھتے
چڑھتے جائیں
یا رب
رب ہمیں
ہمیں توفیق
توفیق عطا
عطا ہو
ہو ایسی
میدان وفا
وفا میں
میں ہم
ہم بڑھتے
بڑھتے جائیں
ہوئی مدت
مدت کہ
کہ غالب
غالب مر
مر گیا
گیا پر
پر یاد
یاد آتا
آتا ہے
وہ ہر
ہر ایک
ایک بات
بات پر
پر کہنا
کہنا کہ
کہ یوں
یوں ہوتا
ہوتا تو
تو کیا
کیا ہوتا
نہ تھا
تھا کچھ
کچھ تو
تو خدا
خدا تھا
تھا کچھ
کچھ نہ
نہ ہوتا
ہوتا تو
تو خدا
خدا ہوتا
ڈبویا مجھ
مجھ کو
کو میرے
میرے ہونے
ہونے نے
نے نہ
نہ ہوتا
ہوتا تو
تو کیا
کیا ہوتا
بہت عرصے
عرصے بعد
بعد آج
آج اس
اس کو
کو بھرپور
بھرپور دیکھا
دیکھا ہے
مت پوچھو
پوچھو اس
اس کا
کا کیا
کیا کیا
کیا روپ
روپ دیکھا
دیکھا ہے
بند کر
کر دیا
دیا یہ
یہ کہہ
کہہ کے
کے سانپوں
سانپوں کو
کو سپیروں
سپیروں نے
انسان ہی
ہی کافی
کافی ہے
ہے انسان
انسان کو
کو ڈسنے
ڈسنے کے
کے لیے
محورے شوق
شوق تو
تو دونوں
دونوں کا
کا ایک
ایک ہی
ہی ہے
ہے غالب
مجھے اس
اس سے
سے اسے
اسے مجھ
مجھ سے
سے کبھی
کبھی فرصت
فرصت نہیں
نہیں ملتی
جو سب
سب دیتے
دیتے ہیں
ہیں وہ
وہ ہم
ہم نہیں
نہیں دینگے
پیار جب
جب بھی
بھی دینگے
دینگے کم
کم نہیں
نہیں دینگے
یقین نہ
نہ ہو
ہو تو
تو آزما
آزما لینا
زندگی میں
میں آپکو
آپکو کبھی
کبھی غم
غم نہیں
نہیں دینگے
جوچلا گیا
گیا مجھے
مجھے چھوڑ
چھوڑ کہ
میں کبھی
کبھی نہ
نہ اُسکو
اُسکو بھلا
بھلا سکا
وہ دوریا
دوریا وہ
وہ ہی
ہی فاصلے
میں کبھی
کبھی نہ
نہ انکو
انکو مٹا
مٹا سکا
کیا اُسے
اُسے بھی
بھی مجھ
مجھ سے
سے پیار
پیار تھا
یا تبسم
تبسم اُسکا
اُسکا شعور
شعور تھا
وہ کوئی
کوئی عجیب
عجیب سوال
سوال تھا
جو میری
میری سمجھ
سمجھ میں
میں نہ
نہ آسکا
میری زندگی
زندگی کا
کا سکون
سکون تھا
تھا وہ
میرے دل
دل کا
کا اِک
اِک جنون
جنون تھا
تھا وہ
میری بندگی
بندگی میرا
میرا پیار
پیار تھا
یہی بات
بات نا
نا میں
میں بتا
بتا سکا
یہی سوچتا
سوچتا تھا
تھا میں
میں رات
رات بھر
جو کبھی
کبھی ملے
ملے گا
گا وہ
وہ راہ
راہ پر
تو کروں
کروں گا
گا اُس
اُس سے
سے شکائتیں
وہ ملا
ملا تو
تو لب
لب نہ
نہ ہلا
ہلا سکا
نظر میں
میں کھٹکے
کھٹکے ہے
ہے بن
بن تیرے
تیرے گھر
گھر کی
کی آبادی
ہمیشہ روتے
روتے ہیں
ہیں ہم
ہم دیکھ
دیکھ کر
کر در
در دیوار
یاد ہے
ہے غالب
غالب تجھے
تجھے وہ
وہ دن
دن کہ
کہ وجد
وجد ذوق
ذوق میں
زخم سے
سے گرتا
گرتا تو
تو میں
میں پلکوں
پلکوں سے
سے چنتا
چنتا تھا
تھا نمک
زندگی ہے
ہے یا
یا کوئی
کوئی طوفان
ہم تو
تو اس
اس جینے
جینے کے
کے ہاتھوں
ہاتھوں مر
مر چلے
نہ تھا
تھا کچھ
کچھ تو
تو خدا
خدا تھا
تھا کچھ
کچھ نہ
نہ ہوتا
ہوتا تو
تو خدا
خدا ہوتا
ڈبویا مجھ
مجھ کو
کو ہونے
ہونے نے
نے نہ
نہ ہوتا
ہوتا میں
میں تو
تو کیا
کیا ہوتا
ہوا جب
جب غم
غم سے
سے یوں
یوں بے
بے حِس
حِس تو
تو غم
غم کیا
کیا سر
سر کے
کے کٹنے
کٹنے کا
نہ ہوتا
ہوتا گر
گر جدا
جدا تن
تن سے
سے تو
تو زانو
زانو پر
پر دھرا
دھرا ہوتا
ہوئی مدت
مدت کہ
کہ غالب
غالب مر
مر گیا
گیا پر
پر یاد
یاد آتا
آتا ہے
وہ ہر
ہر ایک
ایک بات
بات پہ
پہ کہنا
کہنا کہ
کہ یوں
یوں ہوتا
ہوتا تو
تو کیا
کیا ہوتا
نہ تھا
تھا کچھ
کچھ تو
تو خدا
خدا تھا
تھا نہ
نہ ہوتا
ہوتا کچھ
کچھ تو
تو خدا
خدا ہوتا
ڈبویا مجھ
مجھ کو
کو ہونے
ہونے نہ
نہ ہو
ہو نہ
نہ ہونے
ہونے نے
نے میں
میں نہ
نہ ہوتا
ہوتا تو
تو کیا
کیا ہوتا
ایک ایک
ایک قطرے
قطرے کا
کا مجھے
مجھے دینا
دینا پڑا
پڑا حساب
خونِ جگر
جگر ودیعتِ
ودیعتِ مژگانِ
مژگانِ یار
یار تھا
اب میں
میں ہوں
ہوں اور
اور ماتمِ
ماتمِ یک
یک شہرِ
شہرِ آرزو
توڑا جو
جو تو
تو نے
نے آئينہ
آئينہ تمثال
تمثال دار
دار تھا
گلیوں میں
میں میری
میری نعش
نعش کو
کو کھینچے
کھینچے پھرو
پھرو کہ
کہ میں
جاں دادہٴ
دادہٴ ہوائے
ہوائے سرِ
سرِ رہگزار
رہگزار تھا
موجِ سرابِ
سرابِ دشتِ
دشتِ وفا
وفا کا
کا نہ
نہ پوچھ
پوچھ حال
ہر ذرہ
ذرہ مثلِ
مثلِ جوہرِ
جوہرِ تیغ
تیغ آب
آب دار
دار تھا
کم جانتے
جانتے تھے
تھے ہم
ہم بھی
بھی غمِ
غمِ عشق
عشق کو
کو پر
پر اب
دیکھا تو
تو کم
کم ہوئے
ہوئے پہ
پہ غمِ
غمِ روزگار
روزگار تھا
محرم نہیں
نہیں ہے
ہے تو
تو ہی
ہی نوا
نوا ہائے
ہائے راز
راز کا
یاں ورنہ
ورنہ جو
جو حجاب
حجاب ہے
ہے پردہ
پردہ ہے
ہے ساز
ساز کا
رنگ شکستہ
شکستہ صبحِ
صبحِ بہارِ
بہارِ نظارہ
نظارہ ہے
یہ وقت
وقت ہے
ہے شگفتنِ
شگفتنِ گل
گل ہائے
ہائے ناز
ناز کا
تو اور
اور سوئے
سوئے غیر
غیر نظر
نظر ہائے
ہائے تیز
تیز تیز
میں اور
اور دُکھ
دُکھ تری
تری مِژہ
مِژہ ہائے
ہائے دراز
دراز کا
صرفہ ہے
ہے ضبطِ
ضبطِ آہ
آہ میں
میں میرا
میرا وگرنہ
وگرنہ میں
طَعمہ ہوں
ہوں ایک
ایک ہی
ہی نفسِ
نفسِ جاں
جاں گداز
گداز کا
ہیں بسکہ
بسکہ جوشِ
جوشِ بادہ
بادہ سے
سے شیشے
شیشے اچھل
اچھل رہے
ہر گوشہٴ
گوشہٴ بساط
بساط ہے
ہے سر
سر شیشہ
شیشہ باز
باز کا
کاوش کا
کا دل
دل کرے
کرے ہے
ہے تقاضا
تقاضا کہ
کہ ہے
ہے ہنوز
ناخن پہ
پہ قرض
قرض اس
اس گرہِ
گرہِ نیم
نیم باز
باز کا
تاراجِ کاوشِ
کاوشِ غمِ
غمِ ہجراں
ہجراں ہوا
ہوا اسد
سینہ کہ
کہ تھا
تھا دفینہ
دفینہ گہر
گہر ہائے
ہائے راز
راز کا
نہ ہوگا
ہوگا یک
یک بیاباں
بیاباں ماندگی
ماندگی سے
سے ذوق
ذوق کم
کم میرا
حبابِ موجہٴ
موجہٴ رفتار
رفتار ہے
ہے نقشِ
نقشِ قدم
قدم میرا
محبت تھی
تھی چمن
چمن سے
سے لیکن
لیکن اب
اب یہ
یہ بےدماغی
بےدماغی ہے
کہ موجِ
موجِ بوئے
بوئے گل
گل سے
سے ناک
ناک میں
میں آتا
آتا ہے
ہے دم
دم میرا
سراپا رہنِ
رہنِ عشق
عشق ناگزیرِ
ناگزیرِ الفتِ
الفتِ ہستی
عبادت برق
برق کی
کی کرتا
کرتا ہوں
ہوں اور
اور افسوس
افسوس حاصل
حاصل کا
بقدرِ ظرف
ظرف ہے
ہے ساقی
ساقی خمارِ
خمارِ تشنہ
تشنہ کامی
کامی بھی
جو تو
تو دریائے
دریائے مے
مے ہے
ہے تو
تو میں
میں خمیازہ
خمیازہ ہوں
ہوں ساحل
